Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,Suicide - Black,Texas,,5.4,,6.2,4.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,Utah,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,Vermont,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,Virginia,,5.8,,7.1,4.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,Washington,,9.9,,15,6.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,West Virginia,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,Wisconsin,,,,8,2.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,Wyoming,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,United States,,5.6,,5.9,5.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Black,District of Columbia,,6.1,,9.5,3.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Alabama,,6.1,,7,5.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Alaska,,9.7,,13.5,6.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Arizona,,8.2,,9.2,7.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Arkansas,,6.4,,7.8,5.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,California,,4.9,,5.2,4.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Colorado,,9.8,,11,8.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Connecticut,,3.9,,4.9,3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Delaware,,6.4,,9.1,4.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Florida,,6.7,,7.2,6.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Georgia,,5.3,,5.9,4.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Hawaii,,5.9,,8.1,4.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Idaho,,8.3,,10.6,6.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Illinois,,4.5,,5,4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Indiana,,5.8,,6.6,4.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Iowa,,5.5,,6.9,4.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Kansas,,5.7,,7.1,4.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Kentucky,,6.6,,7.7,5.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Louisiana,,5,,5.9,4.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Maine,,7.3,,9.6,5.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Maryland,,4,,4.7,3.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Massachusetts,,4.3,,5,3.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Michigan,,5.5,,6.2,4.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Minnesota,,5.3,,6.2,4.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Mississippi,,5.5,,6.9,4.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Missouri,,6.3,,7.2,5.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Montana,,12.2,,15.7,9.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Nebraska,,4.9,,6.6,3.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Nevada,,9.1,,10.7,7.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,New Hampshire,,6.3,,8.5,4.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,New Jersey,,3.6,,4.1,3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,New Mexico,,10.3,,12.3,8.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,New York,,3.9,,4.3,3.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,North Carolina,,5.8,,6.4,5.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,North Dakota,,5.7,,8.9,3.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Ohio,,5.7,,6.3,5.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Oklahoma,,7,,8.2,5.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Oregon,,8,,9.2,6.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Pennsylvania,,5.7,,6.3,5.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Rhode Island,,5.4,,7.8,3.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,South Carolina,,5.9,,6.8,4.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,South Dakota,,5.8,,8.6,3.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Tennessee,,6,,6.8,5.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Texas,,5.2,,5.6,4.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Utah,,9.8,,11.5,8.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Vermont,,9.2,,13.2,6.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Virginia,,5.5,,6.2,4.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Washington,,7.1,,8,6.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,West Virginia,,5.7,,7.5,4.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Wisconsin,,5.4,,6.3,4.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,Wyoming,,,,10,3.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,United States,,5.6,,5.8,5.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Female,District of Columbia,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Alabama,,,,16.4,3.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Alaska,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Arizona,,8.8,,10.3,7.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Arkansas,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,California,,4.8,,5.1,4.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Colorado,,10.9,,13.1,8.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Connecticut,,,,6,2.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Delaware,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Florida,,7.1,,7.9,6.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Georgia,,4.4,,6.8,2.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Hawaii,,,,20.4,6.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Idaho,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Illinois,,3.7,,4.7,2.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Indiana,,5.7,,9.1,3.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Iowa,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Kansas,,,,8.2,2.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Kentucky,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Louisiana,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Maine,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Maryland,,,,2.9,0.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Massachusetts,,4.1,,6,2.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Michigan,,6.3,,9.7,3.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Minnesota,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Mississippi,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Missouri,,,,14.5,4.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Montana,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Nebraska,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Nevada,,7.2,,10,5.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,New Hampshire,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,New Jersey,,4.4,,5.7,3.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,New Mexico,,15.7,,18.3,13.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,New York,,4.8,,5.5,4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,North Carolina,,,,4.4,1.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,North Dakota,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Ohio,,,,8,2.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Oklahoma,,,,10.3,3.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Oregon,,8,,12.6,4.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Pennsylvania,,7.1,,9.4,5.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Rhode Island,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,South Carolina,,,,11.6,3.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,South Dakota,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Tennessee,,,,7.9,1.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Texas,,6,,6.6,5.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Utah,,9.1,,12.9,6.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Vermont,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Virginia,,5,,7.6,3.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Washington,,5.4,,8.1,3.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,West Virginia,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Wisconsin,,,,6.5,1.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,Wyoming,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,United States,,5.8,,6.1,5.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Hispanic,District of Columbia,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Alabama,30,24.9,,26.9,22.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Alaska,48,35.4,,41.6,29.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Arizona,36,28,,29.9,26.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Arkansas,42,29.6,,32.5,26.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,California,7,17.1,,17.7,16.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Colorado,41,29.2,,31.3,27.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Connecticut,4,14.4,,16.2,12.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Delaware,15,20.8,,25.6,16.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Florida,23,22.6,,23.6,21.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Georgia,13,20.4,,21.7,19,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Hawaii,8,18.4,,21.6,15.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Idaho,45,31.8,,35.8,27.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Illinois,6,16.5,,17.6,15.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Indiana,25,24,,25.7,22.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Iowa,26,24.1,,26.6,21.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Kansas,29,24.8,,27.4,22.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Kentucky,32,25.8,,28,23.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Louisiana,20,21.6,,23.6,19.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Maine,39,28.9,,33,24.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Maryland,5,15.7,,17.2,14.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Massachusetts,1,12.7,,13.9,11.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Michigan,16,21.1,,22.4,19.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Minnesota,12,20,,21.7,18.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Mississippi,21,21.9,,24.3,19.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Missouri,33,26.4,,28.2,24.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Montana,49,35.8,,41.1,30.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Nebraska,9,19.6,,22.5,16.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Nevada,44,30.6,,33.6,27.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,New Hampshire,14,20.6,,24,17.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,New Jersey,3,13.7,,14.8,12.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,New Mexico,45,31.8,,35.3,28.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,New York,2,13.5,,14.2,12.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,North Carolina,16,21.1,,22.4,19.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,North Dakota,37,28.1,,33.5,22.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Ohio,19,21.2,,22.4,20,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Oklahoma,39,28.9,,31.3,26.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Oregon,35,27.6,,30,25.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Pennsylvania,22,22.3,,23.4,21.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Rhode Island,11,19.9,,23.8,16,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,South Carolina,26,24.1,,26.1,22,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,South Dakota,43,29.9,,35.2,24.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Tennessee,34,26.6,,28.5,24.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Texas,10,19.7,,20.5,18.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Utah,47,34.7,,38,31.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Vermont,31,25.5,,31.6,20.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Virginia,16,21.1,,22.6,19.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Washington,24,22.8,,24.4,21.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,West Virginia,38,28.5,,31.9,25.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Wisconsin,28,24.3,,26.1,22.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,Wyoming,50,38.6,,45.8,31.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,United States,,21,,21.2,20.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - Male,District of Columbia,,10.4,,15,7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Alabama,36,19.1,,20.6,17.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Alaska,41,20.8,,25,16.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Arizona,42,21.6,,23.1,20.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Arkansas,42,21.6,,23.6,19.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,California,18,16.5,,17.1,15.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Colorado,44,21.9,,23.4,20.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Connecticut,4,11,,12.2,9.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Delaware,25,17.3,,20.6,14,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Florida,39,19.6,,20.5,18.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Georgia,29,17.6,,18.7,16.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Hawaii,38,19.4,,24.2,15.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Idaho,45,22.1,,24.6,19.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Illinois,5,12.9,,13.7,12.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Indiana,16,16,,17.1,14.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Iowa,14,15.4,,16.9,14,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Kansas,18,16.5,,18.2,14.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Kentucky,23,17.1,,18.4,15.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
2015,2015 Annual,Suicide - White,Louisiana,24,17.2,,18.8,15.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2013
